m49_code,country,region,cpc_code,commodity,year,loss_percentage,loss_percentage_original,loss_quantity,activity,food_supply_stage,treatment,cause_of_loss,sample_size,method_data_collection,reference,reference.1,reference.2
276,Germany,,112,Maize (corn),2009,2.81,2.81%,127000.0,,Whole supply chain,,,,FAO's annual Agriculture Production Questionnaires,FAO Sources,FAO Sources,FAO Sources
276,Germany,,115,Barley,2009,2.31,2.31%,284000.0,,Whole supply chain,,,,FAO's annual Agriculture Production Questionnaires,FAO Sources,FAO Sources,FAO Sources
276,Germany,,116,Rye,2009,2.4,2.40%,104000.0,,Whole supply chain,,,,FAO's annual Agriculture Production Questionnaires,FAO Sources,FAO Sources,FAO Sources
276,Germany,,117,Oats,2009,2.91,2.91%,24000.0,,Whole supply chain,,,,FAO's annual Agriculture Production Questionnaires,FAO Sources,FAO Sources,FAO Sources
276,Germany,,1191,Triticale,2009,2.03,2.03%,51000.0,,Whole supply chain,,,,FAO's annual Agriculture Production Questionnaires,FAO Sources,FAO Sources,FAO Sources
276,Germany,,1443,Rapeseed or colza seed,2009,1.65,1.65%,104000.0,,Whole supply chain,,,,FAO's annual Agriculture Production Questionnaires,FAO Sources,FAO Sources,FAO Sources
276,Germany,,23220.05,Starch of Potatoes,2009,1.4,1.40%,7000.0,,Whole supply chain,,,,FAO's annual Agriculture Production Questionnaires,FAO Sources,FAO Sources,FAO Sources
276,Germany,,111,Wheat,2008,2.35,2.35%,612000.0,,Whole supply chain,,,,FAO's annual Agriculture Production Questionnaires,FAO Sources,FAO Sources,FAO Sources
276,Germany,,112,Maize (corn),2008,2.68,2.68%,137000.0,,Whole supply chain,,,,FAO's annual Agriculture Production Questionnaires,FAO Sources,FAO Sources,FAO Sources
276,Germany,,115,Barley,2008,2.41,2.41%,289000.0,,Whole supply chain,,,,FAO's annual Agriculture Production Questionnaires,FAO Sources,FAO Sources,FAO Sources
276,Germany,,116,Rye,2008,2.62,2.62%,98000.0,,Whole supply chain,,,,FAO's annual Agriculture Production Questionnaires,FAO Sources,FAO Sources,FAO Sources
276,Germany,,117,Oats,2008,3.28,3.28%,26000.0,,Whole supply chain,,,,FAO's annual Agriculture Production Questionnaires,FAO Sources,FAO Sources,FAO Sources
276,Germany,,1191,Triticale,2008,2.02,2.02%,48000.0,,Whole supply chain,,,,FAO's annual Agriculture Production Questionnaires,FAO Sources,FAO Sources,FAO Sources
276,Germany,,1443,Rapeseed or colza seed,2008,2.1,2.10%,108000.0,,Whole supply chain,,,,FAO's annual Agriculture Production Questionnaires,FAO Sources,FAO Sources,FAO Sources
276,Germany,,23220.05,Starch of Potatoes,2008,1.25,1.25%,6000.0,,Whole supply chain,,,,FAO's annual Agriculture Production Questionnaires,FAO Sources,FAO Sources,FAO Sources
276,Germany,,111,Wheat,2007,2.46,2.46%,512000.0,,Whole supply chain,,,,FAO's annual Agriculture Production Questionnaires,FAO Sources,FAO Sources,FAO Sources
276,Germany,,112,Maize (corn),2007,3.2,3.20%,122000.0,,Whole supply chain,,,,FAO's annual Agriculture Production Questionnaires,FAO Sources,FAO Sources,FAO Sources
276,Germany,,115,Barley,2007,2.49,2.49%,259000.0,,Whole supply chain,,,,FAO's annual Agriculture Production Questionnaires,FAO Sources,FAO Sources,FAO Sources
276,Germany,,116,Rye,2007,2.89,2.89%,78000.0,,Whole supply chain,,,,FAO's annual Agriculture Production Questionnaires,FAO Sources,FAO Sources,FAO Sources
276,Germany,,117,Oats,2007,3.43,3.43%,25000.0,,Whole supply chain,,,,FAO's annual Agriculture Production Questionnaires,FAO Sources,FAO Sources,FAO Sources
276,Germany,,1191,Triticale,2007,2.04,2.04%,42000.0,,Whole supply chain,,,,FAO's annual Agriculture Production Questionnaires,FAO Sources,FAO Sources,FAO Sources
276,Germany,,1443,Rapeseed or colza seed,2007,2.03,2.03%,108000.0,,Whole supply chain,,,,FAO's annual Agriculture Production Questionnaires,FAO Sources,FAO Sources,FAO Sources
276,Germany,,231,"Hen eggs in shell, fresh",2007,0.89,0.89%,7000.0,,Whole supply chain,,,,FAO's annual Agriculture Production Questionnaires,FAO Sources,FAO Sources,FAO Sources
276,Germany,,23220.05,Starch of Potatoes,2007,1.24,1.24%,6000.0,,Whole supply chain,,,,FAO's annual Agriculture Production Questionnaires,FAO Sources,FAO Sources,FAO Sources
276,Germany,,111,Wheat,2006,2.44,2.44%,547000.0,,Whole supply chain,,,,FAO's annual Agriculture Production Questionnaires,FAO Sources,FAO Sources,FAO Sources
276,Germany,,112,Maize (corn),2006,3.42,3.42%,110000.0,,Whole supply chain,,,,FAO's annual Agriculture Production Questionnaires,FAO Sources,FAO Sources,FAO Sources
276,Germany,,115,Barley,2006,2.43,2.43%,291000.0,,Whole supply chain,,,,FAO's annual Agriculture Production Questionnaires,FAO Sources,FAO Sources,FAO Sources
276,Germany,,116,Rye,2006,2.87,2.87%,76000.0,,Whole supply chain,,,,FAO's annual Agriculture Production Questionnaires,FAO Sources,FAO Sources,FAO Sources
276,Germany,,117,Oats,2006,3.25,3.25%,27000.0,,Whole supply chain,,,,FAO's annual Agriculture Production Questionnaires,FAO Sources,FAO Sources,FAO Sources
276,Germany,,1191,Triticale,2006,2.06,2.06%,46000.0,,Whole supply chain,,,,FAO's annual Agriculture Production Questionnaires,FAO Sources,FAO Sources,FAO Sources
276,Germany,,1443,Rapeseed or colza seed,2006,1.91,1.91%,102000.0,,Whole supply chain,,,,FAO's annual Agriculture Production Questionnaires,FAO Sources,FAO Sources,FAO Sources
276,Germany,,231,"Hen eggs in shell, fresh",2006,0.88,0.88%,7000.0,,Whole supply chain,,,,FAO's annual Agriculture Production Questionnaires,FAO Sources,FAO Sources,FAO Sources
276,Germany,,23220.05,Starch of Potatoes,2006,1.69,1.69%,7000.0,,Whole supply chain,,,,FAO's annual Agriculture Production Questionnaires,FAO Sources,FAO Sources,FAO Sources
276,Germany,,111,Wheat,2005,2.43,2.43%,576000.0,,Whole supply chain,,,,FAO's annual Agriculture Production Questionnaires,FAO Sources,FAO Sources,FAO Sources
276,Germany,,112,Maize (corn),2005,3.01,3.01%,123000.0,,Whole supply chain,,,,FAO's annual Agriculture Production Questionnaires,FAO Sources,FAO Sources,FAO Sources
276,Germany,,115,Barley,2005,2.4,2.40%,279000.0,,Whole supply chain,,,,FAO's annual Agriculture Production Questionnaires,FAO Sources,FAO Sources,FAO Sources
276,Germany,,116,Rye,2005,2.9,2.90%,81000.0,,Whole supply chain,,,,FAO's annual Agriculture Production Questionnaires,FAO Sources,FAO Sources,FAO Sources
276,Germany,,117,Oats,2005,2.91,2.91%,28000.0,,Whole supply chain,,,,FAO's annual Agriculture Production Questionnaires,FAO Sources,FAO Sources,FAO Sources
276,Germany,,1191,Triticale,2005,2.02,2.02%,54000.0,,Whole supply chain,,,,FAO's annual Agriculture Production Questionnaires,FAO Sources,FAO Sources,FAO Sources
276,Germany,,1443,Rapeseed or colza seed,2005,2.12,2.12%,107000.0,,Whole supply chain,,,,FAO's annual Agriculture Production Questionnaires,FAO Sources,FAO Sources,FAO Sources
276,Germany,,1445,Sunflower seed,2005,1.49,1.49%,1000.0,,Whole supply chain,,,,FAO's annual Agriculture Production Questionnaires,FAO Sources,FAO Sources,FAO Sources
276,Germany,,231,"Hen eggs in shell, fresh",2005,0.88,0.88%,7000.0,,Whole supply chain,,,,FAO's annual Agriculture Production Questionnaires,FAO Sources,FAO Sources,FAO Sources
276,Germany,,23161.01,"Rice, Milled (Husked)",2005,3.35,3.35%,3000.0,,Whole supply chain,,,,FAO's annual Agriculture Production Questionnaires,FAO Sources,FAO Sources,FAO Sources
276,Germany,,23161.03,"Rice, Broken",2005,2.5,2.50%,1000.0,,Whole supply chain,,,,FAO's annual Agriculture Production Questionnaires,FAO Sources,FAO Sources,FAO Sources
276,Germany,,23162,Husked rice,2005,1.5,1.50%,2000.0,,Whole supply chain,,,,FAO's annual Agriculture Production Questionnaires,FAO Sources,FAO Sources,FAO Sources
276,Germany,,23220.05,Starch of Potatoes,2005,1.1,1.10%,7000.0,,Whole supply chain,,,,FAO's annual Agriculture Production Questionnaires,FAO Sources,FAO Sources,FAO Sources
276,Germany,,111,Wheat,2004,2.4,2.40%,610000.0,,Whole supply chain,,,,FAO's annual Agriculture Production Questionnaires,FAO Sources,FAO Sources,FAO Sources
276,Germany,,112,Maize (corn),2004,2.97,2.97%,125000.0,,Whole supply chain,,,,FAO's annual Agriculture Production Questionnaires,FAO Sources,FAO Sources,FAO Sources
276,Germany,,115,Barley,2004,2.39,2.39%,311000.0,,Whole supply chain,,,,FAO's annual Agriculture Production Questionnaires,FAO Sources,FAO Sources,FAO Sources
276,Germany,,116,Rye,2004,2.61,2.61%,100000.0,,Whole supply chain,,,,FAO's annual Agriculture Production Questionnaires,FAO Sources,FAO Sources,FAO Sources
276,Germany,,117,Oats,2004,2.78,2.78%,33000.0,,Whole supply chain,,,,FAO's annual Agriculture Production Questionnaires,FAO Sources,FAO Sources,FAO Sources
276,Germany,,1191,Triticale,2004,1.98,1.98%,65000.0,,Whole supply chain,,,,FAO's annual Agriculture Production Questionnaires,FAO Sources,FAO Sources,FAO Sources
276,Germany,,1443,Rapeseed or colza seed,2004,1.4,1.40%,74000.0,,Whole supply chain,,,,FAO's annual Agriculture Production Questionnaires,FAO Sources,FAO Sources,FAO Sources
276,Germany,,1445,Sunflower seed,2004,1.44,1.44%,1000.0,,Whole supply chain,,,,FAO's annual Agriculture Production Questionnaires,FAO Sources,FAO Sources,FAO Sources
276,Germany,,231,"Hen eggs in shell, fresh",2004,0.98,0.98%,8000.0,,Whole supply chain,,,,FAO's annual Agriculture Production Questionnaires,FAO Sources,FAO Sources,FAO Sources
276,Germany,,23161.01,"Rice, Milled (Husked)",2004,3.24,3.24%,3000.0,,Whole supply chain,,,,FAO's annual Agriculture Production Questionnaires,FAO Sources,FAO Sources,FAO Sources
276,Germany,,23161.03,"Rice, Broken",2004,2.86,2.86%,1000.0,,Whole supply chain,,,,FAO's annual Agriculture Production Questionnaires,FAO Sources,FAO Sources,FAO Sources
276,Germany,,23162,Husked rice,2004,1.47,1.47%,2000.0,,Whole supply chain,,,,FAO's annual Agriculture Production Questionnaires,FAO Sources,FAO Sources,FAO Sources
276,Germany,,23220.05,Starch of Potatoes,2004,0.75,0.75%,5000.0,,Whole supply chain,,,,FAO's annual Agriculture Production Questionnaires,FAO Sources,FAO Sources,FAO Sources
276,Germany,,111,Wheat,2003,2.48,2.48%,477000.0,,Whole supply chain,,,,FAO's annual Agriculture Production Questionnaires,FAO Sources,FAO Sources,FAO Sources
276,Germany,,112,Maize (corn),2003,3.3,3.30%,113000.0,,Whole supply chain,,,,FAO's annual Agriculture Production Questionnaires,FAO Sources,FAO Sources,FAO Sources
276,Germany,,115,Barley,2003,2.58,2.58%,271000.0,,Whole supply chain,,,,FAO's annual Agriculture Production Questionnaires,FAO Sources,FAO Sources,FAO Sources
276,Germany,,116,Rye,2003,3.03,3.03%,69000.0,,Whole supply chain,,,,FAO's annual Agriculture Production Questionnaires,FAO Sources,FAO Sources,FAO Sources
276,Germany,,1191,Triticale,2003,1.98,1.98%,49000.0,,Whole supply chain,,,,FAO's annual Agriculture Production Questionnaires,FAO Sources,FAO Sources,FAO Sources
276,Germany,,1441,Linseed,2003,0.49,0.49%,1000.0,,Whole supply chain,,,,FAO's annual Agriculture Production Questionnaires,FAO Sources,FAO Sources,FAO Sources
276,Germany,,1443,Rapeseed or colza seed,2003,2.15,2.15%,78000.0,,Whole supply chain,,,,FAO's annual Agriculture Production Questionnaires,FAO Sources,FAO Sources,FAO Sources
276,Germany,,1445,Sunflower seed,2003,1.37,1.37%,1000.0,,Whole supply chain,,,,FAO's annual Agriculture Production Questionnaires,FAO Sources,FAO Sources,FAO Sources
276,Germany,,231,"Hen eggs in shell, fresh",2003,0.97,0.97%,8000.0,,Whole supply chain,,,,FAO's annual Agriculture Production Questionnaires,FAO Sources,FAO Sources,FAO Sources
276,Germany,,23161.01,"Rice, Milled (Husked)",2003,3.38,3.38%,3000.0,,Whole supply chain,,,,FAO's annual Agriculture Production Questionnaires,FAO Sources,FAO Sources,FAO Sources
276,Germany,,23162,Husked rice,2003,1.52,1.52%,2000.0,,Whole supply chain,,,,FAO's annual Agriculture Production Questionnaires,FAO Sources,FAO Sources,FAO Sources
276,Germany,,23220.05,Starch of Potatoes,2003,1.08,1.08%,5000.0,,Whole supply chain,,,,FAO's annual Agriculture Production Questionnaires,FAO Sources,FAO Sources,FAO Sources
276,Germany,,111,Wheat,2002,2.48,2.48%,517000.0,,Whole supply chain,,,,FAO's annual Agriculture Production Questionnaires,FAO Sources,FAO Sources,FAO Sources
276,Germany,,112,Maize (corn),2002,3.08,3.08%,115000.0,,Whole supply chain,,,,FAO's annual Agriculture Production Questionnaires,FAO Sources,FAO Sources,FAO Sources
276,Germany,,115,Barley,2002,2.54,2.54%,278000.0,,Whole supply chain,,,,FAO's annual Agriculture Production Questionnaires,FAO Sources,FAO Sources,FAO Sources
276,Germany,,116,Rye,2002,2.67,2.67%,98000.0,,Whole supply chain,,,,FAO's annual Agriculture Production Questionnaires,FAO Sources,FAO Sources,FAO Sources
276,Germany,,1191,Triticale,2002,1.99,1.99%,61000.0,,Whole supply chain,,,,FAO's annual Agriculture Production Questionnaires,FAO Sources,FAO Sources,FAO Sources
276,Germany,,1441,Linseed,2002,0.58,0.58%,1000.0,,Whole supply chain,,,,FAO's annual Agriculture Production Questionnaires,FAO Sources,FAO Sources,FAO Sources
276,Germany,,1443,Rapeseed or colza seed,2002,2.18,2.18%,84000.0,,Whole supply chain,,,,FAO's annual Agriculture Production Questionnaires,FAO Sources,FAO Sources,FAO Sources
276,Germany,,231,"Hen eggs in shell, fresh",2002,0.92,0.92%,8000.0,,Whole supply chain,,,,FAO's annual Agriculture Production Questionnaires,FAO Sources,FAO Sources,FAO Sources
276,Germany,,23161.01,"Rice, Milled (Husked)",2002,3.01,3.01%,3000.0,,Whole supply chain,,,,FAO's annual Agriculture Production Questionnaires,FAO Sources,FAO Sources,FAO Sources
276,Germany,,23161.03,"Rice, Broken",2002,2.86,2.86%,700.0,,Whole supply chain,,,,FAO's annual Agriculture Production Questionnaires,FAO Sources,FAO Sources,FAO Sources
276,Germany,,23162,Husked rice,2002,1.39,1.39%,2000.0,,Whole supply chain,,,,FAO's annual Agriculture Production Questionnaires,FAO Sources,FAO Sources,FAO Sources
276,Germany,,23220.05,Starch of Potatoes,2002,1.06,1.06%,6000.0,,Whole supply chain,,,,FAO's annual Agriculture Production Questionnaires,FAO Sources,FAO Sources,FAO Sources
276,Germany,,111,Wheat,2001,2.41,2.41%,550000.0,,Whole supply chain,,,,FAO's annual Agriculture Production Questionnaires,FAO Sources,FAO Sources,FAO Sources
276,Germany,,112,Maize (corn),2001,3.0,3%,105000.0,,Whole supply chain,,,,FAO's annual Agriculture Production Questionnaires,FAO Sources,FAO Sources,FAO Sources
276,Germany,,115,Barley,2001,2.43,2.43%,328000.0,,Whole supply chain,,,,FAO's annual Agriculture Production Questionnaires,FAO Sources,FAO Sources,FAO Sources
276,Germany,,116,Rye,2001,2.47,2.47%,127000.0,,Whole supply chain,,,,FAO's annual Agriculture Production Questionnaires,FAO Sources,FAO Sources,FAO Sources
276,Germany,,1191,Triticale,2001,2.0,2%,68000.0,,Whole supply chain,,,,FAO's annual Agriculture Production Questionnaires,FAO Sources,FAO Sources,FAO Sources
276,Germany,,1441,Linseed,2001,1.66,1.66%,4000.0,,Whole supply chain,,,,FAO's annual Agriculture Production Questionnaires,FAO Sources,FAO Sources,FAO Sources
276,Germany,,1443,Rapeseed or colza seed,2001,1.75,1.75%,73000.0,,Whole supply chain,,,,FAO's annual Agriculture Production Questionnaires,FAO Sources,FAO Sources,FAO Sources
276,Germany,,231,"Hen eggs in shell, fresh",2001,0.9,0.90%,8000.0,,Whole supply chain,,,,FAO's annual Agriculture Production Questionnaires,FAO Sources,FAO Sources,FAO Sources
276,Germany,,23161.01,"Rice, Milled (Husked)",2001,3.63,3.63%,3000.0,,Whole supply chain,,,,FAO's annual Agriculture Production Questionnaires,FAO Sources,FAO Sources,FAO Sources
276,Germany,,23161.03,"Rice, Broken",2001,3.33,3.33%,1000.0,,Whole supply chain,,,,FAO's annual Agriculture Production Questionnaires,FAO Sources,FAO Sources,FAO Sources
276,Germany,,23162,Husked rice,2001,1.6,1.60%,2000.0,,Whole supply chain,,,,FAO's annual Agriculture Production Questionnaires,FAO Sources,FAO Sources,FAO Sources
276,Germany,,23220.05,Starch of Potatoes,2001,1.08,1.08%,6000.0,,Whole supply chain,,,,FAO's annual Agriculture Production Questionnaires,FAO Sources,FAO Sources,FAO Sources
276,Germany,,111,Wheat,2000,2.41,2.41%,521000.0,,Whole supply chain,,,,FAO's annual Agriculture Production Questionnaires,FAO Sources,FAO Sources,FAO Sources
276,Germany,,112,Maize (corn),2000,2.98,2.98%,99000.0,,Whole supply chain,,,,FAO's annual Agriculture Production Questionnaires,FAO Sources,FAO Sources,FAO Sources
276,Germany,,115,Barley,2000,2.47,2.47%,299000.0,,Whole supply chain,,,,FAO's annual Agriculture Production Questionnaires,FAO Sources,FAO Sources,FAO Sources
276,Germany,,116,Rye,2000,2.6,2.60%,108000.0,,Whole supply chain,,,,FAO's annual Agriculture Production Questionnaires,FAO Sources,FAO Sources,FAO Sources
276,Germany,,1191,Triticale,2000,2.0,2%,56000.0,,Whole supply chain,,,,FAO's annual Agriculture Production Questionnaires,FAO Sources,FAO Sources,FAO Sources
276,Germany,,1441,Linseed,2000,3.04,3.04%,9000.0,,Whole supply chain,,,,FAO's annual Agriculture Production Questionnaires,FAO Sources,FAO Sources,FAO Sources
276,Germany,,1443,Rapeseed or colza seed,2000,2.4,2.40%,86000.0,,Whole supply chain,,,,FAO's annual Agriculture Production Questionnaires,FAO Sources,FAO Sources,FAO Sources
276,Germany,,231,"Hen eggs in shell, fresh",2000,1.0,1%,9000.0,,Whole supply chain,,,,FAO's annual Agriculture Production Questionnaires,FAO Sources,FAO Sources,FAO Sources
276,Germany,,23161.01,"Rice, Milled (Husked)",2000,3.64,3.64%,3000.0,,Whole supply chain,,,,FAO's annual Agriculture Production Questionnaires,FAO Sources,FAO Sources,FAO Sources
276,Germany,,23161.03,"Rice, Broken",2000,3.2,3.20%,800.0,,Whole supply chain,,,,FAO's annual Agriculture Production Questionnaires,FAO Sources,FAO Sources,FAO Sources
276,Germany,,23162,Husked rice,2000,1.62,1.62%,2000.0,,Whole supply chain,,,,FAO's annual Agriculture Production Questionnaires,FAO Sources,FAO Sources,FAO Sources
276,Germany,,23220.05,Starch of Potatoes,2000,1.27,1.27%,8000.0,,Whole supply chain,,,,FAO's annual Agriculture Production Questionnaires,FAO Sources,FAO Sources,FAO Sources
288,Ghana,,1520.01,"Cassava, fresh",2014,1.0,1%,67306.0,"Handling, Trading, Transportation",Transport,Fresh roots,,,Survey,"NA (2015),  journal of agriculture and rural development in the tropics and subtropics vol.ghana incurs by far the highest losses because a high proportion of roots reach the consumers in the fresh form.most los","NA (2015),  journal of agriculture and rural development in the tropics and subtropics vol.ghana incurs by far the highest losses because a high proportion of roots reach the consumers in the fresh form.most los","NA (2015),  journal of agriculture and rural development in the tropics and subtropics vol.ghana incurs by far the highest losses because a high proportion of roots reach the consumers in the fresh form.most los"
288,Ghana,,23170.01,Flour of cassava,2014,5.0,5%,121151.0,Processing,Processing,Agbelima,,,Survey,"NA (2015),  journal of agriculture and rural development in the tropics and subtropics vol.ghana incurs by far the highest losses because a high proportion of roots reach the consumers in the fresh form.most los","NA (2015),  journal of agriculture and rural development in the tropics and subtropics vol.ghana incurs by far the highest losses because a high proportion of roots reach the consumers in the fresh form.most los","NA (2015),  journal of agriculture and rural development in the tropics and subtropics vol.ghana incurs by far the highest losses because a high proportion of roots reach the consumers in the fresh form.most los"
